Years at Company,Projects Completed,Job Satisfaction,Training Received,Manager Ratings,Overtime Hours,Education Level,Promotion Status
8,5,Bad,0,5,4,Master's,2
21,9,Average,1,2,18,Master's,2
3,8,Bad,1,5,4,High School,1
16,6,Very Good,1,4,15,Master's,2
5,4,Good,1,2,6,High School,0
18,12,Average,1,3,5,Master's,2
13,6,Bad,0,5,15,Bachelor's,0
18,1,Excellent,1,2,18,High School,0
1,7,Average,1,2,4,High School,0
5,5,Average,1,4,6,Bachelor's,0
17,8,Bad,1,3,12,High School,0
8,1,Average,0,2,2,Master's,1
5,10,Excellent,1,1,0,Master's,1
2,8,Average,0,1,5,High School,0
3,1,Excellent,1,2,12,Master's,0
3,5,Bad,1,4,19,PhD,1
12,10,Good,0,4,7,High School,1
17,7,Average,0,3,5,Bachelor's,0
21,3,Good,0,2,13,PhD,1
10,11,Excellent,1,3,0,High School,0
9,6,Average,0,1,7,Bachelor's,0
3,9,Very Good,1,4,0,Master's,2
19,2,Good,0,4,10,Bachelor's,0
2,8,Average,0,3,17,PhD,0
15,4,Good,1,4,16,Master's,1
10,9,Average,0,5,5,High School,1
19,10,Bad,0,3,11,Master's,0
13,1,Good,1,3,16,High School,0
4,5,Very Good,1,2,12,High School,0
4,11,Very Good,1,3,7,Bachelor's,1
11,4,Excellent,0,1,10,Bachelor's,0
18,10,Average,0,4,0,Bachelor's,0
8,4,Good,0,3,18,PhD,2
2,7,Excellent,0,1,14,PhD,0
0,2,Good,0,4,7,Bachelor's,0
14,6,Average,1,3,25,PhD,0
0,4,Very Good,0,1,14,Master's,1
7,0,Bad,1,4,2,Master's,0
16,6,Very Good,0,3,17,PhD,0
20,8,Excellent,1,2,23,PhD,1
2,0,Bad,0,4,12,Master's,0
5,4,Excellent,0,2,12,High School,0
17,8,Average,1,2,21,Master's,0
16,11,Bad,0,2,17,Master's,0
12,4,Excellent,1,3,18,PhD,0
13,8,Average,0,2,11,Master's,0
5,4,Very Good,0,2,11,PhD,0
1,8,Average,1,1,6,PhD,0
7,0,Good,0,1,19,Bachelor's,1
5,9,Average,1,1,3,Master's,2
19,4,Average,0,4,0,High School,1
14,7,Good,0,1,12,Bachelor's,1
4,9,Excellent,0,5,16,PhD,0
0,0,Excellent,0,1,1,PhD,2
19,3,Average,0,5,8,High School,0
0,5,Good,0,5,23,PhD,2
5,3,Good,0,2,0,Master's,2
16,6,Very Good,1,3,4,Bachelor's,1
11,8,Excellent,0,1,5,PhD,2
3,7,Bad,0,1,24,PhD,0
8,3,Excellent,0,5,20,High School,0
16,6,Excellent,1,4,13,Master's,0
16,6,Very Good,1,2,18,PhD,0
13,11,Bad,0,5,2,High School,0
3,7,Very Good,0,1,14,PhD,1
10,2,Bad,0,3,7,High School,2
0,2,Average,1,2,7,High School,0
19,10,Bad,0,3,8,Master's,1
8,3,Very Good,1,5,7,PhD,2
2,3,Excellent,0,5,13,Master's,2
11,10,Bad,1,4,2,High School,2
10,4,Bad,1,5,0,Bachelor's,0
17,0,Good,0,4,19,PhD,2
9,4,Excellent,0,3,10,Bachelor's,1
8,6,Average,0,1,6,PhD,0
2,4,Very Good,0,5,18,Master's,0
19,6,Average,0,5,10,Master's,1
11,2,Excellent,0,5,12,Master's,0
6,10,Bad,0,4,10,Master's,1
4,7,Bad,1,1,10,Master's,1
11,1,Excellent,0,4,15,Bachelor's,0
22,11,Bad,0,2,4,Master's,0
2,2,Bad,1,3,14,High School,1
7,6,Bad,0,4,6,High School,0
12,12,Very Good,0,3,12,Bachelor's,0
16,5,Very Good,0,2,0,PhD,0
15,6,Good,0,3,9,High School,0
13,4,Average,1,1,18,PhD,2
17,10,Excellent,1,3,1,Bachelor's,0
15,6,Excellent,0,4,9,PhD,1
1,2,Excellent,0,1,0,PhD,0
0,1,Good,1,5,14,PhD,0
18,3,Very Good,0,2,10,PhD,1
18,2,Good,1,2,5,Bachelor's,1
19,2,Excellent,1,1,7,High School,0
10,0,Average,1,4,5,Master's,0
8,0,Bad,0,5,5,PhD,0
15,9,Very Good,0,2,12,High School,0
10,8,Very Good,0,4,3,High School,1
3,5,Good,1,4,10,Bachelor's,0
2,5,Very Good,0,4,13,High School,0
10,5,Excellent,0,2,0,Bachelor's,0
10,0,Excellent,1,3,3,PhD,2
10,5,Good,0,5,0,PhD,2
5,2,Excellent,0,1,10,Master's,0
6,10,Average,0,4,22,Master's,1
4,10,Good,1,3,7,Master's,0
5,4,Average,0,4,15,High School,0
13,9,Bad,1,4,11,PhD,1
18,12,Average,1,5,17,Bachelor's,2
16,2,Bad,1,4,17,Master's,2
2,7,Bad,0,3,3,Bachelor's,0
10,0,Average,0,2,12,Bachelor's,0
22,6,Good,0,5,25,Master's,1
14,0,Excellent,1,4,23,PhD,0
13,4,Excellent,1,5,14,Master's,0
18,11,Bad,0,2,4,Bachelor's,0
8,3,Bad,1,3,7,Master's,1
21,7,Good,0,4,3,Bachelor's,0
19,9,Very Good,0,5,7,Bachelor's,0
19,4,Average,0,4,3,Master's,2
4,5,Bad,0,5,0,High School,0
10,4,Excellent,0,2,2,Master's,0
11,0,Good,0,4,14,High School,0
3,4,Average,0,4,0,Bachelor's,0
0,4,Good,1,5,8,Bachelor's,0
16,5,Average,0,1,0,High School,0
1,8,Average,1,1,10,Bachelor's,1
15,11,Bad,1,4,19,High School,0
7,2,Good,0,2,9,High School,2
12,1,Good,1,5,22,Bachelor's,0
0,1,Excellent,1,5,4,PhD,0
18,2,Excellent,1,3,13,High School,0
8,9,Bad,0,2,16,Master's,0
7,8,Bad,0,5,13,Master's,1
1,10,Very Good,0,5,0,Bachelor's,0
10,11,Excellent,0,4,11,PhD,0
14,3,Average,0,2,7,Bachelor's,1
17,3,Good,1,4,9,PhD,2
4,7,Bad,1,5,4,High School,1
16,7,Good,0,3,23,High School,0
5,3,Good,1,1,5,High School,1
16,1,Very Good,1,3,3,High School,0
15,8,Excellent,1,2,13,Master's,0
16,4,Bad,1,5,12,Master's,0
18,11,Good,0,3,20,Bachelor's,0
3,9,Bad,0,5,4,PhD,0
10,8,Average,0,5,20,High School,0
14,4,Very Good,1,5,0,High School,1
14,10,Average,1,2,19,PhD,0
8,10,Bad,0,5,0,PhD,0
6,9,Bad,0,1,13,Bachelor's,0
0,8,Excellent,1,3,15,PhD,2
3,2,Good,0,5,11,High School,0
8,7,Good,0,2,21,High School,0
3,0,Average,1,3,15,High School,1
3,6,Very Good,1,1,20,High School,1
1,0,Good,0,5,20,High School,0
20,11,Excellent,1,5,9,Bachelor's,1
8,3,Average,0,4,13,High School,1
19,3,Average,1,2,9,Bachelor's,1
2,5,Excellent,1,4,12,High School,0
5,2,Very Good,0,1,5,Master's,1
15,5,Excellent,1,5,3,Master's,0
3,9,Very Good,0,2,14,Master's,0
15,8,Excellent,1,2,11,Master's,0
14,3,Excellent,0,1,3,Bachelor's,0
0,9,Bad,1,1,0,Bachelor's,0
18,2,Average,1,1,3,PhD,1
21,6,Excellent,0,1,2,High School,0
14,6,Excellent,1,2,18,Master's,0
16,1,Good,0,3,5,Bachelor's,0
1,8,Average,1,4,10,High School,0
2,1,Good,1,2,5,High School,2
2,10,Average,0,3,23,Bachelor's,0
20,9,Good,1,3,0,Master's,0
10,5,Excellent,1,2,3,PhD,0
5,0,Excellent,0,4,5,High School,0
12,4,Bad,1,5,1,PhD,0
1,7,Good,0,5,12,Master's,1
0,5,Very Good,0,2,6,Master's,2
2,6,Bad,0,1,18,PhD,0
6,7,Good,1,3,24,Master's,1
9,0,Good,1,1,0,High School,1
13,5,Bad,0,1,17,PhD,1
11,7,Excellent,1,5,17,Master's,0
11,3,Good,0,4,13,PhD,0
12,3,Excellent,1,3,16,High School,0
15,7,Bad,0,5,18,Master's,1
4,0,Excellent,0,3,2,High School,1
18,11,Average,1,1,9,Master's,0
16,7,Very Good,0,4,13,Bachelor's,0
1,8,Good,0,5,8,Master's,2
18,3,Very Good,1,2,12,PhD,1
6,8,Excellent,0,2,0,Master's,2
8,6,Good,0,1,12,High School,1
3,5,Excellent,1,5,15,High School,0
21,9,Average,0,3,18,Master's,0
9,4,Bad,0,2,14,PhD,1
7,9,Good,0,1,0,Bachelor's,0
3,8,Average,0,5,9,PhD,0
20,3,Average,0,4,5,Bachelor's,1
12,6,Good,0,4,11,High School,0
11,4,Excellent,0,2,6,PhD,1
5,4,Average,0,4,9,Bachelor's,0
2,2,Very Good,1,4,0,Master's,2
10,6,Average,0,3,21,High School,0
7,4,Excellent,0,2,8,Master's,0
9,9,Excellent,1,3,6,High School,1
5,4,Very Good,0,4,15,PhD,0
19,6,Average,0,4,8,PhD,1
5,12,Excellent,0,4,16,High School,1
15,10,Good,0,3,15,High School,0
5,6,Bad,0,5,8,High School,0
18,5,Bad,0,5,11,PhD,0
18,9,Bad,1,3,10,Bachelor's,0
5,7,Average,1,4,20,Master's,2
5,8,Very Good,1,2,13,Master's,1
13,12,Excellent,1,1,13,PhD,1
18,7,Good,1,1,14,Master's,1
11,2,Good,0,1,0,High School,0
5,7,Average,0,2,7,Bachelor's,2
9,1,Bad,0,3,18,Master's,1
17,8,Average,0,2,8,Bachelor's,1
15,5,Very Good,0,4,20,High School,1
22,5,Very Good,1,5,11,Master's,0
16,5,Excellent,1,2,7,PhD,1
13,6,Excellent,0,2,9,Bachelor's,0
19,4,Very Good,0,1,3,High School,0
19,7,Very Good,0,3,22,Bachelor's,0
2,12,Very Good,1,2,16,Master's,2
12,3,Average,1,3,14,Master's,1
10,9,Very Good,0,5,9,PhD,1
21,9,Good,1,5,10,High School,1
11,6,Bad,0,3,24,High School,0
7,4,Very Good,1,3,3,PhD,2
8,9,Bad,1,1,2,PhD,0
14,11,Average,0,5,20,High School,0
19,5,Bad,1,4,5,Bachelor's,0
17,7,Average,1,4,1,Bachelor's,1
17,0,Good,0,1,21,PhD,1
15,3,Average,1,4,11,Bachelor's,0
4,4,Average,0,1,7,High School,0
4,8,Excellent,1,1,15,Master's,1
10,5,Very Good,0,3,5,Master's,0
21,7,Very Good,0,2,12,Bachelor's,1
5,9,Good,1,1,13,PhD,2
16,8,Good,1,3,8,PhD,0
9,0,Very Good,0,4,6,PhD,0
12,4,Excellent,1,1,0,PhD,1
8,8,Very Good,1,1,7,PhD,1
9,1,Excellent,1,1,0,Bachelor's,0
16,9,Good,0,3,13,Master's,2
3,3,Bad,0,4,13,Master's,0
5,10,Good,0,5,13,Bachelor's,0
11,3,Good,1,3,17,PhD,1
13,10,Average,1,4,15,Bachelor's,1
18,8,Average,0,2,11,Master's,0
